Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
Mall_EndM1_f6b55746	m	Ah at last that guy is gone.	game/MallScript.rpy	897	m "[what]"
Mall_EndM1_cde70d7e	natalie	Thank you [mc].	game/MallScript.rpy	900	natalie "[what]"
Mall_EndM1_d45b0d55	m	No problem remember your my friend, I got your back.	game/MallScript.rpy	902	m "[what]"
Mall_EndM1_8dabb4be	natalie	Mmhmm.	game/MallScript.rpy	904	natalie "[what]"
Mall_EndM1_d0a295b2	bob	Sorry the line in the bathroom is long did I miss something?	game/MallScript.rpy	907	bob "[what]"
Mall_EndM1_0323972f	m	Ah we can talk about it while we walk.	game/MallScript.rpy	909	m "[what]"
Mall_EndG_ac5650b9	centered	A few minutes later.	game/MallScript.rpy	924	centered "[what]"
Mall_EndG_81a40c02	centered	Special ending underconstruction	game/MallScript.rpy	926	centered "[what]"
Mall_End_d17ca1d8	centered	You have chosen the bad ending.	game/Mall_Ending.rpy	15	centered "[what]"
Mall_End_cc9a1466	centered	You got the ending.	game/Mall_Ending.rpy	27	centered "[what]"
start_c8eaae9f		Select a story!	game/script.rpy	75	"[what]"
templateStart_a170b500	e	You've created a new Ren'Py game.	game/template.rpy	124	e "[what]"
templateStart_f41f55d7	e	Once you add a story, pictures, and music, you can release it to the world!	game/template.rpy	130	e "[what]"
templateStart_3644263e	e	Haha, sorry. Had to get that out of the way first.	game/template.rpy	134	e "[what]"
templateStart_e1b1ccfc	e	Thanks for downloading this All-In-One GUI Template! After you play through this script, be sure to open up the files and adapt them to your project's needs.	game/template.rpy	136	e "[what]"
templateStart_0854cc98	e	You can even make a copy of the entire {color=#32CD32}game{/color} folder and start your project from there.	game/template.rpy	138	e "[what]"
templateStart_81bb468b	e	So now, let's demonstrate some of the custom Accessibility Options.	game/template.rpy	140	e "[what]"
templateStart_3db04065	e	When you run this project for the first time, you should have been able to adjust the Audio and Image Caption options.	game/template.rpy	142	e "[what]"
templateStart_6e4c4717	e	I'll make some sounds now. If Audio Captions are on, you'll see a notification in the top-left corner describing the sound.	game/template.rpy	144	e "[what]"
templateStart_6c3f6a15	e	Let's close this so the breeze doesn't mess up my hair...	game/template.rpy	150	e "[what]"
templateStart_e1c7fde3	e	Let me look for a pen...	game/template.rpy	154	e "[what]"
templateStart_32df38fb	e	Not in there?	game/template.rpy	158	e "[what]"
templateStart_5bbf3474	e	Maybe here?	game/template.rpy	162	e "[what]"
templateStart_1ea96a05	e	Found it!	game/template.rpy	166	e "[what]"
templateStart_3d74b36c	e	If you had your Audio Captions on, you should have seen something appear in the notification tab.	game/template.rpy	168	e "[what]"
templateStart_1279b976	e	Neat, right?	game/template.rpy	170	e "[what]"
templateStart_a82abf89	e	Now let's test Image Captions.	game/template.rpy	172	e "[what]"
templateStart_c959b9a4	ic	Eileen walks to the right of the room.	game/template.rpy	176	ic "[what]"
templateStart_2c00ff42	e	Over here...	game/template.rpy	178	e "[what]"
templateStart_4c33c6f3	ic	Eileen walks to the left of the room.	game/template.rpy	182	ic "[what]"
templateStart_6b6f05c0	e	Now here...	game/template.rpy	184	e "[what]"
templateStart_f1c0fd4f	ic	Eileen walks to the center of the room.	game/template.rpy	188	ic "[what]"
templateStart_5309c291	e	And there we go!	game/template.rpy	190	e "[what]"
templateStart_6aeef2ad	e	If you had your Image Captions on, then you should have seen some extra narration describing my movements.	game/template.rpy	192	e "[what]"
templateStart_527923a8	e	This is done with the special {color=#32CD32}{i}ic{/i}{/color} speaker tag we defined in {color=#32CD32}{i}captiontool.rpy{/i}{/color}.	game/template.rpy	194	e "[what]"
templateStart_45aa4d51	e	Now, let's test the Screen Shake settings.	game/template.rpy	196	e "[what]"
templateStart_fdfc7582	ic	The room shakes.	game/template.rpy	202	ic "[what]"
templateStart_dcc4933c	e	Ah! An earthquake!	game/template.rpy	204	e "[what]"
templateStart_8a07fead	e	You can turn the screen shaking effect off in Preferences, just in case the motion makes you sick. One more time.	game/template.rpy	206	e "[what]"
templateStart_f1b4e788	ic	The room shakes again.	game/template.rpy	210	ic "[what]"
templateStart_d90ba64f	e	Now let's try NVL Mode.	game/template.rpy	212	e "[what]"
templateStart_340a9921	nar_nvl	NVL Mode is a different way of displaying text on the screen.	game/template.rpy	214	nar_nvl "[what]"
templateStart_77d18e07	e_nvl	Unlike ADV, past lines of dialogue are still displayed until it is cleared off.	game/template.rpy	216	e_nvl "[what]"
templateStart_e16d50c3	nar_nvl	Usually NVL will cover the entire screen, but you can adjust the size of the window to only cover a certain part if need be.	game/template.rpy	218	nar_nvl "[what]"
templateStart_7bb1747b	e_nvl	Not all games may need to use both ADV and NVL, but it's nice to have options as a developer.	game/template.rpy	222	e_nvl "[what]"
templateStart_36a0d90f	e_nvl	With that said, let's go somewhere else.	game/template.rpy	224	e_nvl "[what]"
templateStart_31f7a599	nar_nvl	Eileen wonders where she should travel to.	game/template.rpy	226	nar_nvl "[what]"
office_53347c65	e	To the office? Okay...?	game/template.rpy	245	e "[what]"
office_d46ae203	e	Ugh, I don't like it here.	game/template.rpy	256	e "[what]"
office_99636ba2		Eileen seems bothered by something.	game/template.rpy	258	"[what]"
beach_64e28f9e	e	The beach sounds fun!	game/template.rpy	266	e "[what]"
beach_366348ad	e	Oh shoot, I forgot my swimsuit.	game/template.rpy	277	e "[what]"
beach_897b14eb		Eileen seems upset by something.	game/template.rpy	279	"[what]"
beach_01f3db92		Remember to check the History screen if you have not done so yet.	game/template.rpy	281	"[what]"
skip_credits_2a07d844	centered	Fin	game/template.rpy	322	centered "[what]"
tutorial_start_a139672d		Hello! Welcome to our visual novel game....	game/tutorial.rpy	12	"[what]"
tutorial_start_b16247a2	n	My name is Natasha and I will be your guide before you start playing!	game/tutorial.rpy	14	n "[what]"
tutorial_start_08bb9310	n	This visual novel game was created with the idea of educating people about {color=#22ff00}Safe Spaces Act{/color} in an entertaining fashion!	game/tutorial.rpy	22	n "[what]"
tutorial_start_38c12969	n	Now before you start playing, I will first ask some questions.	game/tutorial.rpy	24	n "[what]"
tutorial_start_6ea3e25d	n	Have you ever played a visual novel game before?	game/tutorial.rpy	26	n "[what]"
tutorial_start_896f845e	n	Have you ever played a visual novel game before?	game/tutorial.rpy	31	n "[what]" nointeract
tutorial_start_8898641b	n	Great! I see that you are a man/woman of culture as well!	game/tutorial.rpy	38	n "[what]"
tutorial_start_1e3da5d3	n	Great! Let's explore together the world of visual novels!	game/tutorial.rpy	45	n "[what]"
tutorial_start_4175607b	n	It's like an interactive book that you can read on a computer or a console.	game/tutorial.rpy	47	n "[what]"
tutorial_start_82ee7309	n	You can make choices that lead to different events and endings in the story.	game/tutorial.rpy	49	n "[what]"
tutorial_start_2fd4d565	n	Visual novels have pictures and even music, sound effects, and sometimes voice acting to go along with the text.	game/tutorial.rpy	58	n "[what]"
tutorial_start_2fd4d565_1	n	Visual novels have pictures and even music, sound effects, and sometimes voice acting to go along with the text.	game/tutorial.rpy	61	n "[what]"
tutorial_start_de87f636	n	Now that you have some knowledge on visual novels...	game/tutorial.rpy	63	n "[what]"
tutorial_start_814dec46	n	Do you know anything about the law called "Safe Spaces Act"?	game/tutorial.rpy	67	n "[what]"
tutorial_start_65243bdf	n	Do you know anything about the law called "Safe Spaces Act"?	game/tutorial.rpy	72	n "[what]" nointeract
tutorial_start_c75cdc17	n	That is absolutely fine! Together, we will learn about the Safe Spaces Act through this visual novel.	game/tutorial.rpy	79	n "[what]"
tutorial_start_e4ca5735	n	Learning this law will definitely help you in some way!	game/tutorial.rpy	80	n "[what]"
tutorial_start_61b59ad8	n	That is magnificent! The extra knowledge that you'll learn here will definitely help you!	game/tutorial.rpy	87	n "[what]"
tutorial_start_8ccd3cbb	n	One last thing before I send you off, let me talk about {color=#40ff00}HBB points{/color}.	game/tutorial.rpy	92	n "[what]"
tutorial_start_682f244d	n	If you look at the top right corner, there is a indicator of your current points.	game/tutorial.rpy	94	n "[what]"
tutorial_start_5cccb571	n	What is {color=#40ff00}HBB points{/color}? In this game, there will be decisions and questions wherein you need to select the {color=#40ff00}best answer{/color}.	game/tutorial.rpy	102	n "[what]"
tutorial_start_3ce51fff	n	The game comprises of 3 main stories. However there is a twist.	game/tutorial.rpy	104	n "[what]"
tutorial_start_aa36afc1	n	To unlock the {color=#40ff00}special ending{/color} in each of the main stories, you must reach a certain number of points.	game/tutorial.rpy	106	n "[what]"
tutorial_start_d7837930	n	Selecting the {color=#40ff00}most correct{/color} decision will grant you the most points.	game/tutorial.rpy	108	n "[what]"
tutorial_start_654d6ec9	n	I'll give an example! This time, I will include a {color=#fbff00}timer{/color}.	game/tutorial.rpy	112	n "[what]"
tutorial_start_2eb08a52	n	When the {color=#fbff00}timer{/color} runs out, it will randomly select a choice. So you should think carefully, okaaaaay? 	game/tutorial.rpy	114	n "[what]"
tutorial_start_7130bc43	n	Now here's the scenario. You see me passing in an alleyway. Then some random old men started harassing me.	game/tutorial.rpy	118	n "[what]"
tutorial_start_65f84bc4	n	I feel so scared because of what they did.	game/tutorial.rpy	122	n "[what]"
natashaChoice1_a6541a42		I will record it and post in social media.	game/tutorial.rpy	149	"[what]"
natashaChoice1_4c875281	n	Honestly this is not a bad answer. But are you just gonna let me get harrassed?	game/tutorial.rpy	153	n "[what]"
natashaChoice1_d5b611b9	n	This can be a traumatic experience for me.	game/tutorial.rpy	155	n "[what]"
natashaChoice1_1b2ca979	n	For this answer, I will reward you {color=#22ff00}2 HBB points{/color}.	game/tutorial.rpy	160	n "[what]"
natashaChoice2_5e7118a6		Shout at the old men.	game/tutorial.rpy	186	"[what]"
natashaChoice2_1151b9f1	n	Not the answer I was expecting.	game/tutorial.rpy	190	n "[what]"
natashaChoice2_cd0da59b	n	They might beat you up, you know?	game/tutorial.rpy	192	n "[what]"
natashaChoice2_23d183e9	n	For this answer, I will reward you {color=#22ff00}1 HBB point{/color}.	game/tutorial.rpy	198	n "[what]"
natashaChoice3_9f60663a		Talk to them calmly and call the police if they don't stop.	game/tutorial.rpy	221	"[what]"
natashaChoice3_9fb29524	n	I think this is the best answer.	game/tutorial.rpy	225	n "[what]"
natashaChoice3_6083b8c4	n	For this answer, I will reward you {color=#22ff00}3 HBB points{/color}.	game/tutorial.rpy	238	n "[what]"
natashaChoice3_92448eae	n	You saved me from them and prevented them from doing anything!!	game/tutorial.rpy	242	n "[what]"
natashaChoice3_24e01678	n	I might fall for you, you know?	game/tutorial.rpy	246	n "[what]"
natashaChoice3_b704714f	n	Just kidding!!! Hahaha~	game/tutorial.rpy	250	n "[what]"
endTutorial_c220551b	n	Since this is only a tutorial...	game/tutorial.rpy	256	n "[what]"
endTutorial_ebf014e6	n	In some situations, you can change your answers but!	game/tutorial.rpy	258	n "[what]"
endTutorial_41a6ac09	n	You can only get the points if you get it right the first time.	game/tutorial.rpy	260	n "[what]"
endTutorial_65467085	n	The next time when you don't choose the best answer, you will {color=#f00}lose points!{/color}	game/tutorial.rpy	262	n "[what]"
endTutorial_0f75c588	n	Remember that okaaaaaaaaay?	game/tutorial.rpy	266	n "[what]"
endTutorial_75893c1b	n	Okay let's now move on to the game!	game/tutorial.rpy	268	n "[what]"
yui_start_case_1_62786bf8		{i}7:00 AM....{/i}	game/yui_story.rpy	70	"[what]"
yui_start_case_1_22949e1a		Ugh....	game/yui_story.rpy	72	"[what]"
yui_start_case_1_06c09ade		Shut up Siri.	game/yui_story.rpy	85	"[what]"
yui_start_case_1_0fd4d656		......	game/yui_story.rpy	87	"[what]"
yui_start_case_1_8d3d2705		Another day, another dollar...	game/yui_story.rpy	103	"[what]"
snooze_6ac60a2f		Just a few more minutes....	game/yui_story.rpy	111	"[what]"
snooze_032a8f7b		Zzzzzz....	game/yui_story.rpy	113	"[what]"
snooze_f2819263		{i}7:27 AM....{/i}	game/yui_story.rpy	120	"[what]"
snooze_0c77d964	m	NO WAY!!! I ALMOST SLEPT FOR ANOTHER 30 MINUTES!	game/yui_story.rpy	124	m "[what]"
breakfastWithMom_0accc98b		My name is {color=#00ffea}Markkuss{/color}. I know it is a weird name so I told my friends and family to just call me {color=#00ffea}Mark.{/color}	game/yui_story.rpy	133	"[what]"
breakfastWithMom_a3b1e20d		Today marks the day of me being a Second-Year highschool student.	game/yui_story.rpy	135	"[what]"
breakfastWithMom_b071caaa		I am your average highschool boy if you wanna know.	game/yui_story.rpy	137	"[what]"
breakfastWithMom_c0727a08		I barely pass my subjects but I'm also quite decent at sports.	game/yui_story.rpy	139	"[what]"
breakfastWithMom_02d1eaeb		Gotta brag when you gotta brag. Hahaha~	game/yui_story.rpy	141	"[what]"
breakfastWithMom_265067a4		Becoming an Attorney is my dream.	game/yui_story.rpy	143	"[what]"
breakfastWithMom_43c0b5c1		You know why?	game/yui_story.rpy	145	"[what]"
breakfastWithMom_e4c5a6b2		Cause I have played lots of detective games!	game/yui_story.rpy	147	"[what]"
breakfastWithMom_be12aa00		Hahaha I know its nonsense but still...	game/yui_story.rpy	149	"[what]"
breakfastWithMom_b7b2ff0c		Anyways! My hobbies are sleeping and watching anime.	game/yui_story.rpy	151	"[what]"
breakfastWithMom_00e43710		Wait is this even called hobbies? It's more of a "I've got nothing else to do in life."	game/yui_story.rpy	153	"[what]"
breakfastWithMom_6409e0c2		Well....	game/yui_story.rpy	155	"[what]"
breakfastWithMom_fb68f120		Nothing eventful has happened yet in my life.	game/yui_story.rpy	157	"[what]"
breakfastWithMom_f957f02e		I haven't even experienced the so called "romance of highschool."	game/yui_story.rpy	159	"[what]"
breakfastWithMom_424256bc		I wonder if it starts now? Hahaha~	game/yui_story.rpy	161	"[what]"
breakfastWithMom_07bdde05		.....	game/yui_story.rpy	163	"[what]"
breakfastWithMom_f5cda344	mm	Mark! Are you awake?	game/yui_story.rpy	165	mm "[what]"
breakfastWithMom_07bdde05_1		.....	game/yui_story.rpy	171	"[what]"
breakfastWithMom_c4050af7	m	Oh yes. It definitely starts with my mom's yelling in the morning.	game/yui_story.rpy	180	m "[what]"
breakfastWithMom_c7f57bf7	m	Yes mom... Please stop knocking on the door.	game/yui_story.rpy	182	m "[what]"
breakfastWithMom_a33619ac	mm	It's your first day at school honey...	game/yui_story.rpy	186	mm "[what]"
breakfastWithMom_a0ead88b	mm	I told you to sleep early last night. Did you play games all night again?	game/yui_story.rpy	188	mm "[what]"
breakfastWithMom_687ce5b9	m	Ehehe......	game/yui_story.rpy	190	m "[what]"
breakfastWithMom_cd9fa432	mm	Go now and eat breakfast with me. Your father left early for work.	game/yui_story.rpy	195	mm "[what]"
breakfastWithMom_7ea3e48e	m	What did you cook for breakfast [mm]?	game/yui_story.rpy	197	m "[what]"
breakfastWithMom_3f9cd805	mm	I made your favorite foods! A scrambled egg, tocino and some bacon.	game/yui_story.rpy	200	mm "[what]"
breakfastWithMom_e9e42bb6	mm	What do you wanna eat?	game/yui_story.rpy	206	mm "[what]" nointeract
breakfastWithMom_325d664b	m	Nothing beats [mm]'s scrambled eggs.	game/yui_story.rpy	209	m "[what]"
breakfastWithMom_01a599fc	m	The sweet taste of tocino means a very good morning.	game/yui_story.rpy	212	m "[what]"
breakfastWithMom_e0edee1a	m	Crispy and juicy bacon. The best breakfast food invented.	game/yui_story.rpy	215	m "[what]"
breakfastWithMom_58244b6d	m	All of these dishes in one plate...	game/yui_story.rpy	218	m "[what]"
breakfastWithMom_2f3e487d	m	I hope my stomach won't hurt when I'm outside. Haha....	game/yui_story.rpy	219	m "[what]"
breakfastWithMom_54b9669b	mm	I hope so too! Ahahaha~	game/yui_story.rpy	231	mm "[what]"
breakfastWithMom_66c1ba70		{i}Munch munch munch....{i}	game/yui_story.rpy	235	"[what]"
breakfastWithMom_74766357	m	Thank you for the food, Mom!	game/yui_story.rpy	238	m "[what]"
breakfastWithMom_5a762c18	mm	No worries! It's gonna be a big day for you honey.	game/yui_story.rpy	242	mm "[what]"
breakfastWithMom_5f9b772e		....	game/yui_story.rpy	244	"[what]"
law_168dd161		This is a really great law. I should probably take some notes of this law...	game/yui_story.rpy	338	"[what]"
law_a4e6d7b3	n	Hey its me again~	game/yui_story.rpy	346	n "[what]"
law_c921cb8a	n	If you look at the top right part of the screen, there is a button.	game/yui_story.rpy	350	n "[what]"
law_20906ca6	n	This button will log important parts of the law. So always check it out~	game/yui_story.rpy	352	n "[what]"
law_6adef826	n	Bye now!	game/yui_story.rpy	354	n "[what]"
goingToSchool_f76d4665		Well, that was a great law. Hopefully I can teach someone about it.	game/yui_story.rpy	367	"[what]"
goingToSchool_11aeace3		Hmmm. As expected, there will be a class introduction soon. How should I introduce myself?	game/yui_story.rpy	369	"[what]"
goingToSchool_1ae6ebc7		Ehem.....	game/yui_story.rpy	371	"[what]"
goingToSchool_550316c2		"How y'all doin' everyone! The greatest future attorney is in this class. The name's Mark!"	game/yui_story.rpy	373	"[what]"
goingToSchool_d69d9fb1		How's that? Hmmm...	game/yui_story.rpy	375	"[what]"
goingToSchool_a3cc3296		No... that's... way too embarassing.	game/yui_story.rpy	377	"[what]"
goingToSchool_b34aa1b6		How about...	game/yui_story.rpy	379	"[what]"
goingToSchool_7499d28b		"Pleased to meet you everyone. Please call me Mark."	game/yui_story.rpy	381	"[what]"
goingToSchool_5f9b772e		....	game/yui_story.rpy	383	"[what]"
goingToSchool_0c41501e		Yeah that'll work. Short and simple.	game/yui_story.rpy	385	"[what]"
goingToSchool_81cfeaf3		They don't need to know that I am dreaming to be an attorney someday.	game/yui_story.rpy	387	"[what]"
goingToSchool_1b89f485		{i}8:15 AM...{/i}	game/yui_story.rpy	389	"[what]"
goingToSchool_429f006c		Oh!!! I didn't notice the time at all.	game/yui_story.rpy	393	"[what]"
goingToSchool_ea62311b		Should I take a jeep or train today?	game/yui_story.rpy	395	"[what]"
meetWithKurt_dbd31214		Mark!	game/yui_story.rpy	448	"[what]"
meetWithKurt_0bca7df7		Mark!!!	game/yui_story.rpy	450	"[what]"
meetWithKurt_bc7628b4		Dude!!	game/yui_story.rpy	452	"[what]"
meetWithKurt_ef870bb9		Uhmm someone is calling me?	game/yui_story.rpy	457	"[what]"
meetWithKurt_24f9d1c3		From where?	game/yui_story.rpy	459	"[what]"
meetWithKurt_96fc73bd	"???"	Dude! Are you deaf?	game/yui_story.rpy	461	"???" "[what]"
meetWithKurt_fcdccbc2		Bam!!	game/yui_story.rpy	464	"[what]" with vpunch
meetWithKurt_ba4dd32b		Ouch that hurts...	game/yui_story.rpy	466	"[what]"
meetWithKurt_19357380	m	Oh.. it is you [kk]!	game/yui_story.rpy	468	m "[what]"
meetWithKurt_4e97844f	m	Why'd you hit me in the back of my head?	game/yui_story.rpy	472	m "[what]"
meetWithKurt_d322a388	kk	Dude you almost rode the jeep without me.	game/yui_story.rpy	476	kk "[what]"
meetWithKurt_54fce8bc	m	Sorry I didn't notice you at all.	game/yui_story.rpy	478	m "[what]"
meetWithKurt_0972ec60	kk	Well its fine. Atleast I'm going to school with you.	game/yui_story.rpy	482	kk "[what]"
meetWithKurt_78355af0		This is [kk]. My weird childhood friend.	game/yui_story.rpy	484	"[what]"
meetWithKurt_b4186bb5		We have been friends since elementary school. She is a little boyish and sometimes annoying.	game/yui_story.rpy	486	"[what]"
meetWithKurt_a0187fbe		But I don't hate it at all.	game/yui_story.rpy	488	"[what]"
meetWithKurt_ab0297ef	kk	Did you know? Something crazy happened to me today. Good thing I found you.	game/yui_story.rpy	492	kk "[what]"
meetWithKurt_dc933754	m	What happened?	game/yui_story.rpy	494	m "[what]"
meetWithKurt_b336f03f	kk	There was this guy... standing at the corner of our street.	game/yui_story.rpy	496	kk "[what]"
meetWithKurt_33945975	kk	He looked unfamiliar to me so I asked him if he was looking for someone or he got lost.	game/yui_story.rpy	498	kk "[what]"
meetWithKurt_3a920b8f	m	So? Was he lost or what?	game/yui_story.rpy	500	m "[what]"
meetWithKurt_9cf26bf6	kk	Crazy freaking dude told me, "You look beautiful today as well."	game/yui_story.rpy	504	kk "[what]"
meetWithKurt_d972d896	m	That's sexual harassment...	game/yui_story.rpy	506	m "[what]"
meetWithKurt_8c26e2f9	m	What does he look like?	game/yui_story.rpy	508	m "[what]"
meetWithKurt_c0f44c7a	kk	He wears a hoodie and a sweat pants.	game/yui_story.rpy	510	kk "[what]"
meetWithKurt_4d1031e3	m	Let me know when you see this guy again.	game/yui_story.rpy	512	m "[what]"
meetWithKurt_26f403bf	kk	Thanks dude! I'm lucky I have someone like you.	game/yui_story.rpy	516	kk "[what]"
meetWithKurt_fcb74987	kk	Ohhhh and speaking of you...	game/yui_story.rpy	518	kk "[what]"
meetWithKurt_acb26ddd	kk	Dude we're already 2nd year in highschool. When are you getting a girlfriend?	game/yui_story.rpy	520	kk "[what]"
meetWithKurt_b10fad66	m	Why are you even asking me that. Even if I wanted to have one, no one likes me at all!	game/yui_story.rpy	522	m "[what]"
meetWithKurt_468b69ee	kk	You poor little thing. Don't worry, I'll always be here for you so you don't look like a loser.	game/yui_story.rpy	526	kk "[what]"
meetWithKurt_7a3cb53a	m	Well, don't even talk like you have one.	game/yui_story.rpy	528	m "[what]"
meetWithKurt_a1ccf524	kk	Hahaha~ Don't worry about me. I'm more worried about your future.	game/yui_story.rpy	530	kk "[what]"
meetWithKurt_2a377333	m	I'm not a child for you to worry about.	game/yui_story.rpy	532	m "[what]"
meetWithKurt_67b24eb6	kk	Haha!!	game/yui_story.rpy	534	kk "[what]"
meetWithKurt_0cb23cd8	m	Hey, do you wanna hear something interesting?	game/yui_story.rpy	536	m "[what]"
meetWithKurt_4e526304	m	It is related to what happened to you earlier.	game/yui_story.rpy	538	m "[what]"
meetWithKurt_5a26e94c	kk	What? If it's boring then I'm not listening to you.	game/yui_story.rpy	542	kk "[what]"
meetWithKurt_ef369781	m	I saw the news this morning. There was a new law..	game/yui_story.rpy	546	m "[what]"
meetWithKurt_083140bd	kk	What kind of law?	game/yui_story.rpy	548	kk "[what]"
kurtFirstQuestion_cbde5a25		Wrong answer!	game/yui_story.rpy	560	"[what]"
kurtFirstQuestion_a022070c		Think again...	game/yui_story.rpy	565	"[what]"
kurtFirstQuestion_76342efd		Correct!!	game/yui_story.rpy	570	"[what]"
kurtFirstQuestion_0770c2a6		You received {color=#40ff00}3 HBB Points.{/color}	game/yui_story.rpy	575	"[what]"
kurtFirstQuestion_727e7d97		Not the right answer.	game/yui_story.rpy	579	"[what]"
kurtFirstQuestionTimerOut_5dcd2d6d	m	Republic Act No. 11313	game/yui_story.rpy	585	m "[what]"
kurtIntroSecond_1a7d8f69	kk	That's cool. Tell me more about it.	game/yui_story.rpy	591	kk "[what]"
kurtIntroSecond_f043015a	m	Yeah its a great law.	game/yui_story.rpy	593	m "[what]"
kurtIntroSecond_a8531cf1	m	It is also known as ....	game/yui_story.rpy	595	m "[what]"
kurtSecondQuestion_1c5e3c21		Great answer!	game/yui_story.rpy	607	"[what]"
kurtSecondQuestion_0770c2a6		You received {color=#40ff00}3 HBB Points.{/color}	game/yui_story.rpy	611	"[what]"
kurtSecondQuestion_551cb7de		Wait this is wrong.	game/yui_story.rpy	615	"[what]"
kurtSecondQuestion_197944ad		Your points are deducted by {color=#c0ff73}1 HBB Point!{/color}	game/yui_story.rpy	618	"[what]"
kurtSecondQuestion_727e7d97		Not the right answer.	game/yui_story.rpy	622	"[what]"
kurtSecondQuestion_197944ad_1		Your points are deducted by {color=#c0ff73}1 HBB Point!{/color}	game/yui_story.rpy	625	"[what]"
kurtSecondQuestion_7073c006		Not the greatest answer.	game/yui_story.rpy	629	"[what]"
kurtSecondQuestion_197944ad_2		Your points are deducted by {color=#c0ff73}1 HBB Point!{/color}	game/yui_story.rpy	632	"[what]"
kurtSecondQuestionTimerOut_197944ad		Your points are deducted by {color=#c0ff73}1 HBB Point!{/color}	game/yui_story.rpy	638	"[what]"
kurtSecondQuestionTimerOut_4db64843	m	Safe Spaces Act	game/yui_story.rpy	639	m "[what]"
kurtIntroThird_ef06c555	kk	So it is called "Safe Spaces Act"?	game/yui_story.rpy	644	kk "[what]"
kurtIntroThird_b446fa9f	m	Yeah! It's a cool name right.	game/yui_story.rpy	646	m "[what]"
kurtIntroThird_63948257	kk	Sure. But what does it mean?	game/yui_story.rpy	649	kk "[what]"
kurtThirdQuestion_197944ad		Your points are deducted by {color=#c0ff73}1 HBB Point!{/color}	game/yui_story.rpy	662	"[what]"
kurtThirdQuestion_d2f39136	m	To protect Earth from aliens.	game/yui_story.rpy	664	m "[what]"
kurtThirdQuestion_7e3050d4	kk	Dude are you serious?	game/yui_story.rpy	668	kk "[what]"
kurtThirdQuestion_f8f749c3	kk	Stop spouting nonsense.	game/yui_story.rpy	670	kk "[what]"
kurtThirdQuestion_be78002e	m	Hahaha~ I'm just kidding!	game/yui_story.rpy	672	m "[what]"
kurtThirdQuestion_29d8c429	m	The law was created to...	game/yui_story.rpy	674	m "[what]"
kurtThirdQuestion_9776b084		Nice job! Correct answer.	game/yui_story.rpy	682	"[what]"
kurtThirdQuestion_0770c2a6		You received {color=#40ff00}3 HBB Points.{/color}	game/yui_story.rpy	685	"[what]"
kurtInfo_5fa8de6f	m	To protect men and women from gender-based sexual harassment.	game/yui_story.rpy	704	m "[what]"
kurtInfo_7d3d275c	m	Gender-based streets and public spaces sexual harassment include...	game/yui_story.rpy	706	m "[what]"
kurtInfo_9d34a5cd	m	a) Catcalling, wolf-whistling, unwanted invitations, misogynistic, transphobic, homophobic, and sexist slurs.	game/yui_story.rpy	708	m "[what]"
kurtInfo_ec06c265	m	b) Persistent uninvited comments or gestures on a person's appearance.	game/yui_story.rpy	710	m "[what]"
kurtInfo_60bbc8e3	m	c) Relentless requests for personal details.	game/yui_story.rpy	712	m "[what]"
kurtInfo_7e697b33	m	d) Statement of sexual comments and suggestions.	game/yui_story.rpy	714	m "[what]"
kurtInfo_166c93fc	m	e) Public masturbation or flashing of private parts, groping, making offensive body gestures at someone, and other similar lewd sexual actions.	game/yui_story.rpy	716	m "[what]"
kurtInfo_79159f43	m	f) Any advances, whether verbal or physical, that is unwanted and has threatened one's sense of personal space and physical safety. This may include cursing, leering and intrusive gazing, and taunting.	game/yui_story.rpy	719	m "[what]"
kurtInfo_09a84b8b	m	g) Persistent telling of sexual jokes, use of sexual names.	game/yui_story.rpy	722	m "[what]"
kurtInfo_e15dbd39	m	And last but not the least.	game/yui_story.rpy	724	m "[what]"
kurtInfo_16383e82	m	h) Stalking.	game/yui_story.rpy	726	m "[what]"
kurtInfo_9966c820	kk	That was a lot! How'd you memorize it?	game/yui_story.rpy	733	kk "[what]"
kurtInfo_154ced3d	m	Well you know... I wanted to be an attorney. So this much is not that big deal.	game/yui_story.rpy	735	m "[what]"
kurtInfo_7127f593	kk	Attorney Mark? Sounds nice haha~	game/yui_story.rpy	739	kk "[what]"
kurtInfo_62875ba7	m	Stop mocking me dude.	game/yui_story.rpy	741	m "[what]"
kurtInfo_bff8ce71	kk	So what happens when I do any of those things?	game/yui_story.rpy	745	kk "[what]"
kurtInfo_60c97fd3	m	Let's continue later dude. We are close to the school.	game/yui_story.rpy	747	m "[what]"
kurtInfo_f0821d39	kk	Tell me about it okay? It's an interesting law.	game/yui_story.rpy	751	kk "[what]"
kurtInfo_197944ad		Your points are deducted by {color=#c0ff73}1 HBB Point!{/color}	game/yui_story.rpy	757	"[what]"
kurtInfo_51bf84bd	m	To protect public and online spaces from danger.	game/yui_story.rpy	759	m "[what]"
kurtInfo_7a2e38d8	kk	What danger? Explain it clearly.	game/yui_story.rpy	763	kk "[what]"
kurtInfo_3d67ebbb	m	Uhhhh.. wait let me remember...	game/yui_story.rpy	765	m "[what]"
kurtInfo_cc30d574	m	Errr... it is to...	game/yui_story.rpy	767	m "[what]"
confrontation_ac59596e		A peaceful morning for a first day of school.	game/yui_story.rpy	790	"[what]"
confrontation_1ed4c723		Or so I thought...	game/yui_story.rpy	792	"[what]"
